"","X","region","station_year","station","fox","cat","potoroo_ln","bandicoot_sb","date_start","date_end","survey_duration","year","latitude","longitude","XGROUPNAME","foxbaits","x","y","st_no","grid"
"145",145,"glenelg","C042x2018","C042",0,0,0,0,"2018-02-15","2018-04-28",72,2018,-38.14229404,141.416689,"Lowland Forests",11,536513.455557049,5778314.96493184,NA,"Cobboboonee"
"146",146,"glenelg","C044x2018","C044",0,1,0,0,"2018-02-17","2018-04-29",71,2018,-38.142575,141.428212,"Heathlands",9,537523.048897484,5778279.19266348,NA,"Cobboboonee"
"147",147,"glenelg","C045x2018","C045",0,1,1,1,"2018-02-15","2018-04-29",73,2018,-38.14228901,141.433742,"Lowland Forests",7,538007.778276485,5778308.67356618,NA,"Cobboboonee"
"148",148,"glenelg","C046x2018","C046",0,1,0,0,"2018-02-13","2018-04-28",74,2018,-38.14216303,141.43954,"Lowland Forests",6,538515.911808194,5778320.26035613,NA,"Cobboboonee"
"149",149,"glenelg","C047x2018","C047",0,0,0,0,"2018-02-13","2018-04-28",74,2018,-38.14210402,141.444738,"Lowland Forests",4,538971.434546745,5778324.63692984,NA,"Cobboboonee"
"150",150,"glenelg","C048x2018","C048",0,0,0,1,"2018-02-16","2018-04-24",67,2018,-38.14211802,141.450202,"Lowland Forests",7,539450.227925367,5778320.7740286,NA,"Cobboboonee"
"151",151,"glenelg","C050x2018","C050",0,1,0,0,"2018-02-13","2018-04-24",70,2018,-38.14190201,141.462312,"Lowland Forests",9,540511.525934057,5778339.52237921,NA,"Cobboboonee"
"152",152,"glenelg","C051x2018","C051",0,1,0,0,"2018-02-15","2018-04-29",73,2018,-38.14686201,141.416312,"Heathlands",12,536478.145150344,5777808.27178318,NA,"Cobboboonee"
"153",153,"glenelg","C052x2018","C052",0,0,0,0,"2018-02-15","2018-04-29",73,2018,-38.147565,141.421216,"Heathlands",10,536907.491725399,5777728.33119873,NA,"Cobboboonee"
"154",154,"glenelg","C054x2018","C054",0,0,0,0,"2018-02-15","2018-04-29",73,2018,-38.14695203,141.43295,"Lowland Forests",7,537935.962085665,5777791.6096998,NA,"Cobboboonee"
"155",155,"glenelg","C055x2018","C055",0,1,1,1,"2018-02-13","2018-04-28",74,2018,-38.14674801,141.438231,"Lowland Forests",6,538398.803173759,5777812.07386879,NA,"Cobboboonee"
"156",156,"glenelg","C056x2018","C056",0,1,0,0,"2018-02-13","2018-04-28",74,2018,-38.14602097,141.442285,"Lowland Forests",4,538754.410254042,5777891.05706549,NA,"Cobboboonee"
"157",157,"glenelg","C057x2018","C057",0,0,0,0,"2018-02-16","2018-04-22",65,2018,-38.14663804,141.450547,"Lowland Forests",7,539478.02380221,5777819.10557835,NA,"Cobboboonee"
"158",158,"glenelg","C058x2018","C058",0,1,0,0,"2018-02-16","2018-04-24",67,2018,-38.14745603,141.457131,"Lowland Forests",8,540054.485513689,5777725.52227265,NA,"Cobboboonee"
"159",159,"glenelg","C059x2018","C059",0,1,0,0,"2018-02-14","2018-04-24",69,2018,-38.14658498,141.462102,"Lowland Forests",9,540490.535523909,5777820.01197779,NA,"Cobboboonee"
"160",160,"glenelg","C060x2018","C060",0,0,0,1,"2018-02-14","2018-04-24",69,2018,-38.14651902,141.46793,"Lowland Forests",9,541001.239114258,5777824.77054286,NA,"Cobboboonee"
"161",161,"glenelg","C061x2018","C061",1,1,0,0,"2018-02-14","2018-04-24",69,2018,-38.14675103,141.474078,"Lowland Forests",10,541539.814161311,5777796.29227716,NA,"Cobboboonee"
"162",162,"glenelg","C062x2018","C062",0,0,0,0,"2018-02-14","2018-04-24",69,2018,-38.146732,141.479461,"Lowland Forests",13,542011.498645538,5777795.97939269,NA,"Cobboboonee"
"163",163,"glenelg","C063x2018","C063",0,0,0,0,"2018-02-14","2018-04-25",70,2018,-38.14658004,141.485076,"Lowland Forests",14,542503.589102758,5777810.28220775,NA,"Cobboboonee"
"164",164,"glenelg","C064x2018","C064",1,1,0,0,"2018-02-15","2018-04-26",70,2018,-38.15135202,141.416341,"Heathlands",11,536478.449977855,5777310.06861664,NA,"Cobboboonee"
"165",165,"glenelg","C065x2018","C065",0,1,0,0,"2018-02-15","2018-04-26",70,2018,-38.151664,141.419447,"Lowland Forests",9,536750.432249927,5777274.22650781,NA,"Cobboboonee"
"166",166,"glenelg","C066x2018","C066",0,1,1,0,"2018-02-15","2018-04-29",73,2018,-38.15098498,141.429108,"Heathlands",8,537597.24651654,5777345.6954712,NA,"Cobboboonee"
"167",167,"glenelg","C067x2018","C067",0,1,0,0,"2018-02-15","2018-04-29",73,2018,-38.15113703,141.433353,"Lowland Forests",7,537969.104444365,5777327.09537064,NA,"Cobboboonee"
"168",168,"glenelg","C068x2018","C068",0,1,0,0,"2018-02-16","2018-04-29",72,2018,-38.15113602,141.439657,"Lowland Forests",5,538521.445332922,5777324.60795798,NA,"Cobboboonee"
"169",169,"glenelg","C069x2018","C069",0,1,0,0,"2018-02-16","2018-04-29",72,2018,-38.15112404,141.44507,"Heathlands",4,538995.725023161,5777323.67517791,NA,"Cobboboonee"
"170",170,"glenelg","C070x2018","C070",0,0,0,0,"2018-02-16","2018-04-24",67,2018,-38.15118204,141.451122,"Lowland Forests",7,539525.954775925,5777314.67790805,NA,"Cobboboonee"
"171",171,"glenelg","C071x2018","C071",0,1,0,0,"2018-02-16","2018-04-24",67,2018,-38.15025299,141.45634,"Lowland Forests",7,539983.649747998,5777415.52478981,NA,"Cobboboonee"
"172",172,"glenelg","C073x2018","C073",0,0,0,0,"2018-02-17","2018-04-25",67,2018,-38.15103703,141.467697,"Lowland Forests",9,540978.295213938,5777323.57418853,NA,"Cobboboonee"
"173",173,"glenelg","C074x2018","C074",0,0,1,0,"2018-02-14","2018-04-25",70,2018,-38.15121104,141.473526,"Lowland Forests",10,541488.919986092,5777301.67533595,NA,"Cobboboonee"
"174",174,"glenelg","C075x2018","C075",1,1,1,0,"2018-02-14","2018-04-25",70,2018,-38.15109302,141.479268,"Lowland Forests",13,541992.087167155,5777312.18621141,NA,"Cobboboonee"
"175",175,"glenelg","C076x2018","C076",1,0,0,0,"2018-02-14","2018-04-25",70,2018,-38.15108104,141.484983,"Lowland Forests",13,542492.828867438,5777310.91255143,NA,"Cobboboonee"
"176",176,"glenelg","C077x2018","C077",1,0,0,0,"2018-02-15","2018-04-26",70,2018,-38.15578002,141.416698,"Lowland Forests",14,536507.5218408,5776818.6163645,NA,"Cobboboonee"
"177",177,"glenelg","C078x2018","C078",0,1,0,1,"2018-02-17","2018-04-27",69,2018,-38.15644696,141.422307,"Lowland Forests",10,536998.599678388,5776742.39264845,NA,"Cobboboonee"
"178",178,"glenelg","C079x2018","C079",0,1,1,0,"2018-02-17","2018-04-27",69,2018,-38.15595997,141.427355,"Lowland Forests",10,537441.109295015,5776794.40101927,NA,"Cobboboonee"
"179",179,"glenelg","C081x2018","C081",0,1,1,0,"2018-02-16","2018-04-27",70,2018,-38.15577398,141.439477,"Heathlands",7,538503.235675379,5776810.07430825,NA,"Cobboboonee"
"180",180,"glenelg","C082x2018","C082",0,0,0,0,"2018-02-16","2018-04-27",70,2018,-38.15626801,141.444652,"Heathlands",4,538956.364489427,5776753.09760286,NA,"Cobboboonee"
"181",181,"glenelg","C083x2018","C083",0,1,0,0,"2018-02-16","2018-04-27",70,2018,-38.15550601,141.450735,"Lowland Forests",7,539489.715166724,5776835.07320232,NA,"Cobboboonee"
"182",182,"glenelg","C085x2018","C085",1,0,0,1,"2018-02-17","2018-04-25",67,2018,-38.15588001,141.462866,"Lowland Forests",8,540552.33253788,5776788.34064435,NA,"Cobboboonee"
"183",183,"glenelg","C086x2018","C086",0,1,0,1,"2018-02-17","2018-04-25",67,2018,-38.15535103,141.467527,"Lowland Forests",9,540960.987263137,5776844.98569701,NA,"Cobboboonee"
"184",184,"glenelg","C087x2018","C087",0,0,0,0,"2018-02-14","2018-04-25",70,2018,-38.15555496,141.473604,"Lowland Forests",9,541493.292869121,5776819.65693865,NA,"Cobboboonee"
"185",185,"glenelg","C088x2018","C088",1,1,1,0,"2018-02-17","2018-04-25",67,2018,-38.15561699,141.479039,"Lowland Forests",12,541969.430020133,5776810.32866426,NA,"Cobboboonee"
"186",186,"glenelg","C089x2018","C089",1,0,0,0,"2018-02-14","2018-04-25",70,2018,-38.15574297,141.48497,"Lowland Forests",13,542488.984975269,5776793.64971455,NA,"Cobboboonee"
"187",187,"glenelg","C090x2018","C090",0,0,0,0,"2018-02-15","2018-04-27",71,2018,-38.16052501,141.416673,"Lowland Forests",12,536502.965964988,5776292.14217077,NA,"Cobboboonee"
"188",188,"glenelg","C091x2018","C091",0,0,0,0,"2018-02-17","2018-04-27",69,2018,-38.16032301,141.428005,"Lowland Forests",10,537495.822545546,5776310.03375254,NA,"Cobboboonee"
"189",189,"glenelg","C095x2018","C095",0,0,0,0,"2018-02-16","2018-04-27",70,2018,-38.15992998,141.445241,"Heathlands",6,539006.016738225,5776346.53294451,NA,"Cobboboonee"
"190",190,"glenelg","C096x2018","C096",0,1,0,0,"2018-02-16","2018-04-27",70,2018,-38.16026878,141.4510278,"Lowland Forests",9,539512.797822304,5776306.49110529,NA,"Cobboboonee"
"191",191,"glenelg","C097x2018","C097",0,0,0,0,"2018-02-14","2018-04-27",72,2018,-38.16034799,141.456713,"Lowland Forests",10,540010.815383517,5776295.26451149,NA,"Cobboboonee"
"192",192,"glenelg","C0971x2018","C0971",0,0,0,1,"2018-02-17","2018-04-27",69,2018,-38.160393,141.422532,"Lowland Forests",11,537016.317219686,5776304.46684076,NA,"Cobboboonee"
"193",193,"glenelg","C098x2018","C098",0,0,0,0,"2018-02-14","2018-04-26",71,2018,-38.160322,141.462382,"Lowland Forests",10,540507.470940692,5776295.68702251,NA,"Cobboboonee"
"194",194,"glenelg","C099x2018","C099",0,1,0,0,"2018-02-14","2018-04-26",71,2018,-38.16034103,141.468012,"Lowland Forests",11,541000.68507766,5776291.1011766,NA,"Cobboboonee"
"195",195,"glenelg","C100x2018","C100",0,0,0,0,"2018-02-14","2018-04-25",70,2018,-38.16058503,141.474563,"Lowland Forests",10,541574.456907364,5776261.11108166,NA,"Cobboboonee"
"196",196,"glenelg","C101x2018","C101",0,1,0,0,"2018-02-14","2018-04-25",70,2018,-38.15985898,141.479586,"Lowland Forests",12,542014.919774958,5776339.40676142,NA,"Cobboboonee"
"197",197,"glenelg","C102x2018","C102",1,1,0,0,"2018-02-14","2018-04-25",70,2018,-38.16010499,141.485125,"Lowland Forests",11,542500.032927989,5776309.586317,NA,"Cobboboonee"
"198",198,"glenelg","C103x2018","C103",1,1,0,0,"2018-02-17","2018-04-26",68,2018,-38.16478796,141.416724,"Lowland Forests",14,536505.308142067,5775819.12281699,NA,"Cobboboonee"
"199",199,"glenelg","C104x2018","C104",0,1,0,0,"2018-02-16","2018-04-27",70,2018,-38.16477698,141.422419,"Lowland Forests",10,537004.201742228,5775818.08359995,NA,"Cobboboonee"
"200",200,"glenelg","C105x2018","C105",0,1,1,0,"2018-02-16","2018-04-26",69,2018,-38.16503297,141.42824,"Lowland Forests",9,537513.996507907,5775787.34086128,NA,"Cobboboonee"
"201",201,"glenelg","C106x2018","C106",1,0,0,0,"2018-02-16","2018-04-26",69,2018,-38.16508996,141.434266,"Lowland Forests",8,538041.849317184,5775778.56224447,NA,"Cobboboonee"
"202",202,"glenelg","C108x2018","C108",1,0,0,0,"2018-02-17","2018-04-27",69,2018,-38.16440499,141.445253,"Heathlands",8,539004.683790488,5775849.99891783,NA,"Cobboboonee"
"203",203,"glenelg","C109x2018","C109",0,1,0,0,"2018-02-16","2018-04-27",70,2018,-38.16445696,141.450214,"Heathlands",8,539439.247321557,5775842.13398357,NA,"Cobboboonee"
"204",204,"glenelg","C110x2018","C110",1,0,0,0,"2018-02-14","2018-04-27",72,2018,-38.16483499,141.456517,"Lowland Forests",8,539991.193389877,5775797.48950254,NA,"Cobboboonee"
"205",205,"glenelg","C111x2018","C111",0,0,0,0,"2018-02-14","2018-04-26",71,2018,-38.16465603,141.462258,"Lowland Forests",9,540494.210401002,5775814.85447708,NA,"Cobboboonee"
"206",206,"glenelg","C112x2018","C112",0,0,0,0,"2018-02-14","2018-04-26",71,2018,-38.16501,141.467944,"Lowland Forests",9,540992.11345471,5775773.08081083,NA,"Cobboboonee"
"207",207,"glenelg","C113x2018","C113",1,0,0,0,"2018-02-14","2018-04-25",70,2018,-38.16452603,141.473682,"Lowland Forests",10,541495.041993944,5775824.22786898,NA,"Cobboboonee"
"208",208,"glenelg","C114x2018","C114",1,1,0,0,"2018-02-14","2018-04-26",71,2018,-38.16438002,141.480083,"Lowland Forests",13,542055.863330811,5775837.54459465,NA,"Cobboboonee"
"209",209,"glenelg","C115x2018","C115",0,1,0,0,"2018-02-14","2018-04-26",71,2018,-38.16496901,141.485363,"Lowland Forests",11,542518.05837989,5775769.78449018,NA,"Cobboboonee"
"210",210,"glenelg","C116x2018","C116",1,1,0,0,"2018-02-17","2018-04-26",68,2018,-38.16934898,141.416844,"Lowland Forests",10,536513.545018415,5775313.00329456,NA,"Cobboboonee"
"211",211,"glenelg","C117x2018","C117",1,0,0,1,"2018-02-17","2018-04-26",68,2018,-38.16918897,141.42228,"Lowland Forests",9,536989.795585765,5775328.6024845,NA,"Cobboboonee"
"212",212,"glenelg","C118x2018","C118",1,1,0,0,"2018-02-16","2018-04-27",70,2018,-38.16928804,141.427797,"Lowland Forests",8,537473.010947542,5775315.39453761,NA,"Cobboboonee"
"213",213,"glenelg","C119x2018","C119",1,0,0,0,"2018-02-16","2018-04-26",69,2018,-38.16928402,141.433732,"Lowland Forests",8,537992.893555391,5775313.42507305,NA,"Cobboboonee"
"214",214,"glenelg","C120x2018","C120",0,0,0,0,"2018-02-17","2018-04-27",69,2018,-38.16937697,141.439473,"Lowland Forests",8,538495.731742011,5775300.74348793,NA,"Cobboboonee"
"215",215,"glenelg","C121x2018","C121",0,0,0,0,"2018-02-17","2018-04-27",69,2018,-38.16921503,141.445185,"Lowland Forests",7,538996.164276463,5775316.32455128,NA,"Cobboboonee"
"216",216,"glenelg","C122x2018","C122",0,0,0,0,"2018-02-16","2018-04-27",70,2018,-38.16889099,141.450185,"Heathlands",7,539434.318069091,5775350.16385896,NA,"Cobboboonee"
"217",217,"glenelg","C124x2018","C124",1,0,0,0,"2018-02-17","2018-04-26",68,2018,-38.169037,141.46204,"Lowland Forests",8,540472.690920801,5775328.85432576,NA,"Cobboboonee"
"218",218,"glenelg","C125x2018","C125",0,0,0,0,"2018-02-14","2018-04-26",71,2018,-38.16921101,141.468035,"Lowland Forests",7,540997.732102315,5775306.91278231,NA,"Cobboboonee"
"219",219,"glenelg","C126x2018","C126",1,0,0,0,"2018-02-14","2018-04-26",71,2018,-38.16881304,141.473736,"Lowland Forests",10,541497.342043312,5775348.53362419,NA,"Cobboboonee"
"220",220,"glenelg","C128x2018","C128",0,1,0,0,"2018-02-14","2018-04-26",71,2018,-38.169324,141.485007,"Lowland Forests",10,542484.344666446,5775286.73457539,NA,"Cobboboonee"
"221",221,"glenelg","H01x2018","H01",1,0,0,0,"2018-04-23","2018-06-19",57,2018,-37.8766,141.44687,"Lowland Forests",0,539299.742969295,5807782.22777,NA,"Hotspur"
"222",222,"glenelg","H02x2018","H02",1,0,0,0,"2018-04-23","2018-06-19",57,2018,-37.87533,141.45196,"Lowland Forests",0,539748.06501726,5807920.97924096,NA,"Hotspur"
"223",223,"glenelg","H03x2018","H03",0,0,0,0,"2018-04-23","2018-06-19",57,2018,-37.87343,141.45673,"Lowland Forests",0,540168.60123093,5808129.74295326,NA,"Hotspur"
"224",224,"glenelg","H04x2018","H04",1,1,1,0,"2018-04-23","2018-06-19",57,2018,-37.87385,141.46248,"Lowland Forests",0,540674.075420846,5808080.65324323,NA,"Hotspur"
"225",225,"glenelg","H05x2018","H05",1,1,0,0,"2018-04-23","2018-06-19",57,2018,-37.8746,141.4682,"Lowland Forests",0,541176.721846584,5807994.93188229,NA,"Hotspur"
"226",226,"glenelg","H06x2018","H06",1,0,0,0,"2018-04-23","2018-06-19",57,2018,-37.87551,141.47433,"Lowland Forests",0,541715.325992601,5807891.24434,NA,"Hotspur"
"227",227,"glenelg","H07x2018","H07",0,1,0,0,"2018-04-23","2018-06-19",57,2018,-37.87546,141.47926,"Herb-rich Woodlands",0,542148.929723424,5807894.57666331,NA,"Hotspur"
"228",228,"glenelg","H1x2018","H1",1,0,0,0,"2018-04-21","2018-06-19",59,2018,-37.88088,141.44869,"Lowland Forests",0,539457.51937442,5807306.59104269,NA,"Hotspur"
"229",229,"glenelg","H101x2018","H101",1,0,0,0,"2018-04-16","2018-06-20",65,2018,-37.91233,141.46106,"Heathy Woodlands",0,540528.087455362,5803811.87869404,NA,"Hotspur"
"230",230,"glenelg","H102x2018","H102",1,1,0,0,"2018-04-16","2018-06-20",65,2018,-37.91207,141.46583,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,540947.526295417,5803838.64205364,NA,"Hotspur"
"231",231,"glenelg","H104x2018","H104",1,0,0,1,"2018-04-18","2018-06-21",64,2018,-37.91217,141.47696,"Heathy Woodlands",0,541925.827618663,5803822.60087712,NA,"Hotspur"
"232",232,"glenelg","H105x2018","H105",1,0,0,0,"2018-04-18","2018-06-21",64,2018,-37.91214,141.48333,"Heathy Woodlands",0,542485.785075478,5803823.04611651,NA,"Hotspur"
"233",233,"glenelg","H106x2018","H106",0,0,0,1,"2018-04-18","2018-06-21",64,2018,-37.91186,141.48916,"Heathy Woodlands",0,542998.421115921,5803851.44010752,NA,"Hotspur"
"234",234,"glenelg","H107x2018","H107",0,0,0,1,"2018-04-17","2018-06-21",65,2018,-37.91164,141.49495,"Heathy Woodlands",0,543507.509676538,5803873.16364521,NA,"Hotspur"
"235",235,"glenelg","H108x2018","H108",1,0,0,1,"2018-04-17","2018-06-21",65,2018,-37.91192,141.50087,"Heathy Woodlands",0,544027.730864892,5803839.31848375,NA,"Hotspur"
"236",236,"glenelg","H109x2018","H109",1,0,0,0,"2018-04-16","2018-06-21",66,2018,-37.91256,141.5063,"Heathy Woodlands",0,544504.658993675,5803765.73171667,NA,"Hotspur"
"237",237,"glenelg","H11x2018","H11",1,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.88238,141.50563,"Lowland Forests",0,544463.916178463,5807114.55884061,NA,"Hotspur"
"238",238,"glenelg","H111x2018","H111",0,0,0,1,"2018-04-19","2018-06-20",62,2018,-37.91179,141.51749,"Heathy Woodlands",0,545488.760326294,5803845.76441307,NA,"Hotspur"
"239",239,"glenelg","H112x2018","H112",1,0,0,0,"2018-04-19","2018-06-20",62,2018,-37.91197,141.52288,"Lowland Forests",0,545962.44704466,5803823.14995811,NA,"Hotspur"
"240",240,"glenelg","H113x2018","H113",0,0,0,0,"2018-04-22","2018-06-20",59,2018,-37.91661,141.44853,"Heathy Woodlands",0,539424.385623049,5803342.37922412,NA,"Hotspur"
"241",241,"glenelg","H114x2018","H114",0,0,0,1,"2018-04-16","2018-06-21",66,2018,-37.91679,141.45539,"Heathy Woodlands",0,540027.263760999,5803319.48505052,NA,"Hotspur"
"242",242,"glenelg","H115x2018","H115",1,0,0,0,"2018-04-16","2018-06-21",66,2018,-37.91663,141.46016,"Heathy Woodlands",0,540446.620702195,5803335.17870411,NA,"Hotspur"
"243",243,"glenelg","H116x2018","H116",1,0,0,0,"2018-04-16","2018-06-21",66,2018,-37.91575,141.46465,"Lowland Forests",0,540841.766330792,5803430.85860544,NA,"Hotspur"
"244",244,"glenelg","H119x2018","H119",0,1,1,1,"2018-04-18","2018-06-21",64,2018,-37.91611,141.48432,"Heathy Woodlands",0,542570.520821659,5803382.11737337,NA,"Hotspur"
"245",245,"glenelg","H12x2018","H12",1,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.88286,141.51158,"Lowland Forests",0,544986.856661982,5807058.45029479,NA,"Hotspur"
"246",246,"glenelg","H120x2018","H120",0,0,0,0,"2018-04-18","2018-06-21",64,2018,-37.91589,141.4904,"Heathy Woodlands",0,543105.069261876,5803403.73321036,NA,"Hotspur"
"247",247,"glenelg","H121x2018","H121",0,0,0,1,"2018-04-18","2018-06-21",64,2018,-37.91674,141.49487,"Heathy Woodlands",0,543497.47416072,5803307.34842436,NA,"Hotspur"
"248",248,"glenelg","H124x2018","H124",1,0,0,0,"2018-04-16","2018-06-21",66,2018,-37.91632,141.51223,"Dry Forests",0,545023.627974322,5803345.70690947,NA,"Hotspur"
"249",249,"glenelg","H125x2018","H125",1,0,0,0,"2018-04-16","2018-06-21",66,2018,-37.91652,141.51765,"Dry Forests",0,545499.911263823,5803320.88539501,NA,"Hotspur"
"250",250,"glenelg","H126x2018","H126",1,1,0,0,"2018-04-19","2018-06-21",63,2018,-37.91651,141.52398,"Lowland Forests",0,546056.30967985,5803318.88688449,NA,"Hotspur"
"251",251,"glenelg","H127x2018","H127",1,1,0,0,"2018-04-22","2018-06-20",59,2018,-37.92042,141.44919,"Lowland Forests",0,539480.361167353,5802919.37517915,NA,"Hotspur"
"252",252,"glenelg","H128x2018","H128",1,0,1,0,"2018-04-16","2018-06-21",66,2018,-37.92171,141.45589,"Heathy Woodlands",0,540068.542995697,5802773.38928986,NA,"Hotspur"
"253",253,"glenelg","H129x2018","H129",1,0,0,1,"2018-04-16","2018-06-21",66,2018,-37.92153,141.46096,"Lowland Forests",0,540514.250533492,5802791.1693161,NA,"Hotspur"
"254",254,"glenelg","H133x2018","H133",0,0,1,1,"2018-04-19","2018-06-21",63,2018,-37.92095,141.48372,"Heathy Woodlands",0,542514.995816429,5802845.38582347,NA,"Hotspur"
"255",255,"glenelg","H134x2018","H134",0,0,0,0,"2018-04-18","2018-06-21",64,2018,-37.92056,141.49017,"Heathy Woodlands",0,543082.128492617,5802885.69584698,NA,"Hotspur"
"256",256,"glenelg","H135x2018","H135",1,0,0,1,"2018-04-18","2018-06-21",64,2018,-37.92128,141.49449,"Heathy Woodlands",0,543461.401468229,5802803.80552091,NA,"Hotspur"
"257",257,"glenelg","H139x2018","H139",1,0,0,0,"2018-04-16","2018-06-21",66,2018,-37.92137,141.5172,"Lowland Forests",0,545457.372092708,5802782.98934047,NA,"Hotspur"
"258",258,"glenelg","H140x2018","H140",1,1,0,0,"2018-04-16","2018-06-21",66,2018,-37.92064,141.52141,"Lowland Forests",0,545827.849915094,5802861.92289308,NA,"Hotspur"
"259",259,"glenelg","H15x2018","H15",1,1,0,0,"2018-04-21","2018-06-19",59,2018,-37.88479,141.44901,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,539483.572495515,5806872.63840313,NA,"Hotspur"
"260",260,"glenelg","H16x2018","H16",0,0,0,1,"2018-04-21","2018-06-19",59,2018,-37.88632,141.45391,"Heathy Woodlands",0,539913.629031092,5806700.79880545,NA,"Hotspur"
"261",261,"glenelg","H18x2018","H18",1,1,0,0,"2018-04-19","2018-06-19",61,2018,-37.88532,141.46623,"Heathlands",0,540997.522826755,5806806.40753695,NA,"Hotspur"
"262",262,"glenelg","H22x2018","H22",1,0,0,0,"2018-04-21","2018-06-19",59,2018,-37.88481,141.48923,"Lowland Forests",0,543020.316119894,5806852.63667106,NA,"Hotspur"
"263",263,"glenelg","H23x2018","H23",1,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.88494,141.4942,"Lowland Forests",0,543457.278090732,5806835.90978907,NA,"Hotspur"
"264",264,"glenelg","H24x2018","H24",1,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.8852,141.50041,"Riparian Scrubs or Swampy Scrubs and Woodlands",0,544003.200650096,5806804.15189924,NA,"Hotspur"
"265",265,"glenelg","H25x2018","H25",1,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.88525,141.50603,"Lowland Forests",0,544497.364475189,5806795.93890452,NA,"Hotspur"
"266",266,"glenelg","H26x2018","H26",0,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.88578,141.50988,"Lowland Forests",0,544835.592157576,5806735.29171607,NA,"Hotspur"
"267",267,"glenelg","H29x2018","H29",1,0,0,1,"2018-04-23","2018-06-19",57,2018,-37.889,141.45085,"Heathy Woodlands",0,539643.116006605,5806404.75531575,NA,"Hotspur"
"268",268,"glenelg","H30x2018","H30",0,0,0,1,"2018-04-23","2018-06-19",57,2018,-37.88987,141.45489,"Heathy Woodlands",0,539997.883272968,5806306.50365422,NA,"Hotspur"
"269",269,"glenelg","H32x2018","H32",0,0,0,1,"2018-04-19","2018-06-19",61,2018,-37.88834,141.46654,"Heathlands",0,541023.107010344,5806471.19970039,NA,"Hotspur"
"270",270,"glenelg","H36x2018","H36",1,1,0,0,"2018-04-21","2018-06-19",59,2018,-37.88959,141.48965,"Lowland Forests",0,543054.465520869,5806322.0973811,NA,"Hotspur"
"271",271,"glenelg","H37x2018","H37",0,1,0,0,"2018-04-20","2018-06-20",61,2018,-37.88981,141.49446,"Lowland Forests",0,543477.277533243,5806295.45740843,NA,"Hotspur"
"272",272,"glenelg","H39x2018","H39",0,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.88889,141.50548,"Lowland Forests",0,544446.812218522,5806392.33937636,NA,"Hotspur"
"273",273,"glenelg","H4x2018","H4",0,0,0,0,"2018-04-21","2018-06-19",59,2018,-37.88112,141.467,"Lowland Forests",0,541067.564799366,5807272.06220971,NA,"Hotspur"
"274",274,"glenelg","H40x2018","H40",0,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.89095,141.51227,"Lowland Forests",0,545042.605205527,5806160.52346484,NA,"Hotspur"
"275",275,"glenelg","H43x2018","H43",0,1,0,1,"2018-04-23","2018-06-19",57,2018,-37.89429,141.45032,"Heathy Woodlands",0,539593.679778717,5805818.05024229,NA,"Hotspur"
"276",276,"glenelg","H46x2018","H46",1,0,0,0,"2018-04-19","2018-06-19",61,2018,-37.89433,141.46629,"Heathy Woodlands",0,540997.802358324,5805806.71349665,NA,"Hotspur"
"277",277,"glenelg","H50x2018","H50",0,0,0,0,"2018-04-21","2018-06-19",59,2018,-37.89436,141.48974,"Lowland Forests",0,543059.60078115,5805792.81937346,NA,"Hotspur"
"278",278,"glenelg","H51x2018","H51",0,0,0,0,"2018-04-20","2018-06-20",61,2018,-37.89423,141.49468,"Lowland Forests",0,543494.021479042,5805804.95115902,NA,"Hotspur"
"279",279,"glenelg","H52x2018","H52",0,0,0,0,"2018-04-21","2018-06-20",60,2018,-37.89448,141.49994,"Lowland Forests",0,543956.353586514,5805774.74777421,NA,"Hotspur"
"280",280,"glenelg","H53x2018","H53",0,0,0,0,"2018-04-20","2018-06-19",60,2018,-37.89487,141.50772,"Lowland Forests",0,544640.165421412,5805727.78215328,NA,"Hotspur"
"281",281,"glenelg","H57x2018","H57",0,0,0,1,"2018-04-23","2018-06-19",57,2018,-37.89792,141.44875,"Heathy Woodlands",0,539453.701705183,5805415.96349387,NA,"Hotspur"
"282",282,"glenelg","H60x2018","H60",1,0,0,0,"2018-04-19","2018-06-19",61,2018,-37.89904,141.46592,"Heathlands",0,540962.660234348,5805284.29667676,NA,"Hotspur"
"283",283,"glenelg","H62x2018","H62",0,0,1,0,"2018-04-22","2018-06-20",59,2018,-37.89913,141.47844,"Heathlands",0,542063.346098643,5805268.73871508,NA,"Hotspur"
"284",284,"glenelg","H63x2018","H63",0,0,0,0,"2018-04-22","2018-06-20",59,2018,-37.89865,141.48315,"Heathy Woodlands",0,542477.716772538,5805319.86070155,NA,"Hotspur"
"285",285,"glenelg","H64x2018","H64",0,0,0,0,"2018-04-22","2018-06-20",59,2018,-37.89871,141.48951,"Lowland Forests",0,543036.845444633,5805310.28812014,NA,"Hotspur"
